id	label	query
1_2_39	7	select course.course_id,(select count(*) from takes where course.course_id = takes.course_id and takes.grade <> 'f') as num_students from course
1_2_40	7	select course_id,count (id) from (select distinct id,course_id from takes natural join course) a group by course_id
1_2_41	7	select course_id,count(distinct id) from takes group by course_id union select distinct course_id,0 from course except select distinct course_id,0 from takes
1_2_42	7	select course_id,count(id) from takes group by course_id) union ((select course_id,0 as count from course) except (select course_id,0 as count from takes)
1_2_43	7	with tab as (select course_id as course_id from course natural join takes natural join student) (select distinct course_id,count(*) from tab group by course_id) union (select course.course_id,0 from course,tab where course.course_id not in (select course_id from tab))
1_2_44	7	select course_id,count(distinct id) id from takes group by course_id union select course_id,0 id from course where course_id not in (select course_id from takes)
1_2_45	7	select * from (select course_id,count(id) count from takes group by course_id) a) union (select course_id,0 count from ((select course_id from course) except (select course_id from (select course_id,count(id) count from takes group by course_id) b)) c
1_2_46	7	select course_id,count(course_id) from (select distinct id,course_id from takes) a group by course_id) union (select course_id,0 from ( (select course_id from course) except (select distinct course_id from takes)) b
1_2_47	7	select course_id,count(distinct id) as no_of_students from takes group by course_id) union (select course_id,0 from course where course_id not in (select course_id from takes )
1_2_48	7	select course_id,count(distinct id) as a from takes group by course_id) union (select course_id,0 from course where course_id not in (select course_id from takes))
1_2_49	7	with coursestaken as( select course_id,count(*) from (select distinct id,course_id from takes) a group by course_id) (select * from coursestaken ) union (select course.course_id,0 from course where course.course_id not in(select course_id from coursestaken))
1_2_50	7	select course_id,count(distinct id) from takes group by course_id union select course_id,0 credits from course where course_id not in (select course_id from takes)
1_2_51	7	select course_id,count(course_id) from (select distinct course_id,id from takes) a group by course_id
1_2_52	7	select course_id,no_student from (select course_id,count(*) no_student from takes group by course_id) a
1_2_53	7	select distinct course.course_id,(select count(distinct takes.id) from takes where takes.course_id = course.course_id) count_val from course
1_2_54	7	select course_id,0 count from course except select course_id,0 count from (select * from takes natural join section) a group by course_id union ( select course_id,count(distinct id) from (select * from takes natural join section) b group by course_id )
1_2_55	7	select course_id,0 from (select distinct course_id,0 from course) a except select course_id,0 from (select course_id,0,count(distinct id) from (select course.course_id,takes.year,student.id,0 from course,takes,student where course.course_id=takes.course_id and takes.id=student.id) b group by course_id) c union (select course_id,count(distinct id) from (select course.course_id,takes.year,student.id from course,takes,student where course.course_id=takes.course_id and takes.id=student.id) d group by course_id)
1_2_56	7	select course_id,count(distinct id) student_count from student natural join takes group by course_id) union ((select course_id,0 from course) except (select course_id,0 from takes)
1_2_57	7	select course_id,count( *) students from takes group by course_id) union (select course_id,0 students from course where course_id not in (select course_id from takes)
1_2_58	7	select course_id,case when count(distinct id) is not null then count(distinct id) when count(distinct id) is null then 0 end number_of_students from takes group by course_id) union (select course_id,0 number_of_students from course where course_id not in (select course_id from takes)
1_2_59	7	select course_id,count(distinct id) from takes group by course_id) union select course_id,0 from ((select course_id from course) except (select course_id from takes))
1_2_60	7	select distinct course_id,(select count(a.id) from takes a where a.course_id=b.course_id) from takes b) union ( (select distinct course_id,0 from course) except (select distinct course_id,0 from takes)
1_2_61	7	select a.course_id,count( distinct a.id ) as students_in_course from takes a group by a.course_id) union (select course_id,0 from ( (select course_id from course) except (select course_id from takes) ) b
1_3_1	8	select distinct course_id,course.title from course natural join section where section.semester = 'spring' and section.year = 2010) except (select course_id,course.title from course natural join prereq
1_3_2	8	select distinct course_id,title from course natural join section where semester='spring' and year=2010) intersect ((select course_id,title from course)except(select course.course_id,course.title from course,prereq where course.course_id=prereq.course_id)
1_3_3	8	select course_id,title from course natural join section where year=2010 and semester='spring' and course_id not in (select course_id from prereq)
1_3_4	8	select course.course_id,course.title from section,course where section.course_id = course.course_id and section.year = '2010' and section.semester = 'spring') except (select course.course_id,course.title from section,course,prereq where section.course_id = course.course_id and course.course_id = prereq.course_id and section.year = '2010' and section.semester = 'spring'
1_3_5	8	select course_id,title from course natural join takes where semester= 'spring' and year = '2010' and course_id not in (select course_id from prereq)
1_3_6	8	select distinct course_id,title from section natural join course where semester='spring' and year=2010 and course_id not in (select distinct course_id from prereq)
1_3_7	8	select section.course_id,course.title from section,course where section.course_id=course.course_id and section.year=2010 and section.semester='spring') intersect ((select course.course_id,course.title from course) except (select course.course_id,course.title from course,prereq where course.course_id=prereq.course_id)
1_3_8	8	select course.course_id,title from course,section where course.course_id=section.course_id and semester='spring' and year=2010) except (select course.course_id,title from course,prereq,section where course.course_id=prereq.course_id and course.course_id=section.course_id and semester='spring' and year=2010
1_3_9	8	select course_id,title from course natural join section where semester = 'spring' and year = '2010' and course_id not in (select course_id from prereq)
1_3_10	8	select course_id,title from course natural join section where semester = 'spring' and year = 2010) except (select course_id,title from prereq natural join course
1_3_11	8	select course.course_id,course.title from course,section,prereq where section.year = 2010 and section.semester = 'spring' and section.course_id = course.course_id) except (select course_id,title from (select * from course natural join prereq) a
1_3_12	8	select section.course_id,course.title from section,course where section.course_id = course.course_id and section.semester = 'spring' and section.year = 2010) except (select section.course_id,course.title from section,course,prereq where section.course_id = course.course_id and section.course_id = prereq.course_id and prereq.prereq_id is not null
1_3_13	8	select course_id,title from course except select course_id,title from course natural join prereq
1_3_14	8	select course_id,title from course natural join section where year=2010 and semester = 'spring') except (select course_id,title from course natural join prereq natural join section where year=2010 and semester = 'spring'
1_3_15	8	select course_id,title from course natural join section where semester = 'spring' and year = 2010 except (select course_id,title from course natural join prereq)
1_3_16	8	select course.course_id,title from course,section where section.course_id=course.course_id and year='2010' and semester='spring') except (select course.course_id,title from section,course,prereq where section.course_id=course.course_id and course.course_id = prereq.course_id and section.year='2010' and section.semester='spring'
1_3_17	8	select course_id from course) except (select course_id from prereq
1_3_18	8	select course.course_id,course.title from course) except (select course.course_id,course.title from course,prereq where course.course_id = prereq.course_id
1_3_19	8	select course.course_id,title from course,section where section.semester='spring' and section.year=2010 and section.course_id=course.course_id) except (select course.course_id,title from course,prereq where course.course_id=prereq.course_id
1_3_20	8	select course_id,title from course natural join section where semester='spring' and year='2010' and course_id not in (select course_id from prereq)
1_3_21	8	select course.course_id,course.title from course,section where course.course_id = section.course_id and semester = 'spring' and year = 2010 except select course.course_id,course.title from course,prereq where course.course_id = prereq.course_id
1_3_22	8	select course.course_id,course.title from course,takes where course.course_id = takes.course_id and takes.year = 2010 and takes.semester = 'spring') except (select distinct course.course_id,course.title from course,takes,prereq where course.course_id = prereq.course_id and course.course_id = takes.course_id and takes.year = 2010 and takes.semester = 'spring'
1_3_23	8	select course_id,title from course natural join section where year='2010' and semester='spring') except (select course_id,title from course natural join section natural join prereq where year='2010' and semester='spring'
1_3_24	8	select distinct section.course_id,course.title from course,section,prereq where course.course_id=section.course_id and section.course_id not in (select prereq.course_id from prereq) and section.semester='spring' and section.year=2010
1_3_25	8	with a as (select course_id as course_id,title as title from course where course.course_id not in (select distinct course_id from prereq) ) select a.course_id,a.title from section,a where a.course_id = section.course_id and year = '2010' and semester = 'spring'
1_3_26	8	select course.course_id,course.title from section,course where section.course_id = course.course_id and section.semester = 'spring' and section.year = '2010' and section.course_id not in (select prereq.course_id from prereq,course,section where course.course_id = prereq.course_id and section.course_id = course.course_id and section.semester = 'spring' and year = '2010')
1_3_27	8	select course_id,title from section natural join course where semester = 'spring' and year = 2010 and course_id not in (select course_id from prereq)
1_3_28	8	select distinct course.course_id,course.title from course,section,prereq where section.semester = 'spring' and section.year = '2010' and course.course_id = section.course_id and course.course_id not in (select course_id from prereq)
1_3_29	8	select course.course_id,course.title from course where course.course_id not in (select course_id from prereq)
1_3_30	8	select course_id from course except select course_id from course natural join prereq
1_3_31	8	select distinct section.course_id,course.title from section,course where section.semester = 'spring' and section.year = '2010'and section.course_id = course.course_id except select prereq.course_id,course.title from prereq,course
1_3_32	8	select distinct section.course_id,course.title from section,course where course.course_id=section.course_id and semester='spring' and year='2010' and course.course_id not in(select course_id from prereq)
1_3_33	8	select distinct course.course_id,course.title from section,course where section.semester = 'spring' and section.year = '2010' and section.course_id = course.course_id except select distinct prereq.course_id,course.title from prereq,course
1_3_34	8	select course.course_id,course.title from course,section where course.course_id=section.course_id and section.year='2010' and semester = 'spring') except (select prereq.course_id,course.title from prereq,course where prereq.course_id=course.course_id
1_3_35	8	select distinct course.course_id,course.title from course,takes where course.course_id = takes.course_id and takes.semester='spring' and takes.year='2010') except (select distinct course.course_id,course.title from course,prereq where course.course_id=prereq.course_id
1_3_36	8	select course.course_id,title from course,section where course.course_id not in (select course_id from prereq) and course.course_id = section.course_id and semester = 'spring' and year = 2010
1_3_37	8	select course.course_id,course.title from section,course where section.semester = 'spring' and section.year = '2010' and section.course_id = course.course_id) except (select course.course_id,course.title from section,course,prereq where section.semester = 'spring' and section.year = '2010' and section.course_id = course.course_id and course.course_id = prereq.course_id
1_3_38	8	select course.course_id,course.title from section,course,prereq where section.semester='spring' and section.year='2010' and section.course_id = course.course_id ) except (select course.course_id,course.title from section,course,prereq where section.semester='spring' and section.year='2010' and section.course_id = course.course_id and prereq.course_id=course.course_id
1_3_39	8	select course.course_id,course.title from course,section,prereq where course.course_id= course.title and section.semester = 'spring' and section.year = '2010' and course.course_id not in (select course_id from prereq)
1_3_40	8	select course.course_id,course.title from course,section where course.course_id=section.course_id and section.semester='spring' and section.year=2010) except (select course.course_id,course.title from course,section,prereq where course.course_id=section.course_id and section.semester='spring' and prereq.course_id= section.course_id and section.year=2010
1_3_41	8	select course.course_id,course.title from section,course where section.course_id = course.course_id and section.semester='spring' and section.year = 2010) except (select course.course_id,course.title from section,course,prereq where section.course_id = course.course_id and section.course_id = prereq.course_id and section.semester='spring' and section.year = 2010
1_3_42	8	select course.course_id,course.title from course,section where course.course_id = section.course_id and section.semester = 'spring' and section.year = '2010') except (select course.course_id,course.title from course,prereq where course.course_id = prereq.course_id
1_3_43	8	select course.course_id,course.title from takes,course where takes.course_id = course.course_id and takes.semester = 'spring' and takes.year = '2010' except select course.course_id,course.title from prereq,course where prereq.course_id = course.course_id
1_3_44	8	select * from (select distinct course_id from teaches where year=2010) arbit1 join (select distinct course_id from prereq) arbit2 on arbit1.course_id=arbit2.course_id
1_3_45	8	select distinct course_id from section where semester='spring' and year='2010') except (select course_id from prereq
1_3_46	8	select course.course_id from (course join section on course.course_id=section.course_id) where section.semester = 'spring' and section.year = 2010) except (select course_id from prereq
1_3_47	8	select course_id,title from course natural join teaches where semester = 'spring' and year = 2010) except (select course_id,title from course natural join teaches natural join prereq where semester = 'spring' and year = 2010
1_3_48	8	select distinct course_id,title from course natural join section where semester = 'spring' and year = 2010 and course_id not in (select course_id from prereq)
1_3_49	8	select course.course_id from course,section where section.semester='spring' and section.year='2010' and course.course_id=section.course_id except select prereq.course_id from prereq
1_3_50	8	select course_id from (section natural join course) where semester = 'spring' and year='2010') except (select course_id from prereq
1_3_51	8	select distinct course.course_id,title from course,prereq,section where not(course.course_id=prereq.course_id) and section.course_id=course.course_id and section.semester='spring' and section.year='2010'
1_3_52	8	select course_id,title from course join teaches using (course_id) where semester='spring' and year='2010' and course_id not in (select course_id from prereq)
1_3_53	8	select course.course_id,title from course,section where course.course_id=section.course_id and semester='spring' and year='2010') except (select course.course_id,title from course,prereq where course.course_id=prereq.course_id
1_3_54	8	select course.course_id,course.title from course,section where course.course_id=section.course_id and section.year='2010' and section.semester='spring' intersect (select course.course_id,course.title from course except (select course.course_id,course.title from prereq,course where prereq.course_id=course.course_id))
1_3_55	8	select distinct course_id,title from (course natural join section) where year = '2010' and semester = 'spring' and course_id not in (select course_id from prereq)
1_3_56	8	select course_id,title from course natural join section where semester='spring' and year=2010) except (select course_id,title from course natural join prereq
1_3_57	8	select distinct course.course_id,course.title from course,section,prereq where course.course_id = section.course_id and section.semester = 'spring' and section.year = 2010 and course.course_id not in (select prereq.course_id from prereq)
1_3_58	8	select section.course_id,course.title from section,course,prereq where section.semester = 'spring' and section.course_id = course.course_id and section.year=2010 except select distinct course.course_id,course.title from course,prereq where prereq.course_id=course.course_id
1_3_59	8	select course.course_id,course.title from course,teaches where teaches.semester='spring' and teaches.year='2010' and teaches.course_id=course.course_id) except (select course.course_id,course.title from course,prereq where course.course_id = prereq.course_id
1_3_60	8	select course.course_id,course.title from teaches,course where teaches.course_id = course.course_id and teaches.year = 2010 and teaches.semester = 'spring' and not exists ( select * from prereq where prereq.course_id = course.course_id )
1_3_61	8	select course_id,title from course natural join section where year = '2010' and semester = 'spring') except (select course_id,title from course natural join prereq
1_3_62	8	select course_id,title from course natural join section where semester = 'spring' and year = 2010) except (select course.course_id,title from course,prereq where course.course_id = prereq.course_id
1_3_63	8	select course.course_id,course.title from course,section where section.semester = 'spring' and section.year = '2010' and section.course_id = course.course_id ) except (select course.course_id,course.title from course,prereq,section where section.semester = 'spring' and section.year = '2010' and section.course_id = course.course_id and course.course_id = prereq.course_id
1_3_64	8	select distinct course_id,title from teaches natural join course where semester = 'spring' and year ='2010') except (select distinct course_id,title from course natural join (teaches natural join prereq) where semester = 'spring' and year = 2010
1_4_1	9	select distinct id,name from (select * from student natural join takes natural join section natural join time_slot) a where (select count(b.id) from (select * from student natural join takes natural join section natural join time_slot) b where a.id=b.id and a.course_id!=b.course_id and a.time_slot_id=b.time_slot_id and a.semester=b.semester and a.year=b.year)>1
1_4_2	9	with try as (select id,name,time_slot_id,semester,year from student natural join takes natural join section) select id,name from try group by id,name,time_slot_id,semester,year having count(*)>1
1_4_3	9	select id,name from student where id in (select distinct s.id from (select * from takes natural join section ) s,(select * from takes natural join section ) t where s.id=t.id and s.time_slot_id = t.time_slot_id and s.course_id <> t.course_id)
1_4_4	9	select distinct b.id,b.name from (select * from section natural join takes natural join student) a,(select * from section natural join takes natural join student) b where a.id = b.id and a.semester = b.semester and a.year = b.year and a.time_slot_id = b.time_slot_id and a.course_id <> b.course_id
1_4_5	9	select distinct first.id,first.name from (select * from student natural join takes natural join section) first,(select * from student natural join takes natural join section) second where first.name = second.name and first.course_id != second.course_id and first.time_slot_id = second.time_slot_id and first.semester = second.semester and first.year = second.year
1_4_6	9	with data1 as (select student.name,takes.id,section.course_id,section.time_slot_id,section.year,section.semester from takes,section,student where takes.course_id=section.course_id and student.id=takes.id),data2 as (select student.name,takes.id,section.course_id,section.time_slot_id,section.year,section.semester from takes,section,student where takes.course_id=section.course_id and student.id=takes.id) select data1.id,data1.name from data1,data2 where data1.id=data2.id and data1.time_slot_id=data2.time_slot_id and data1.year=data2.year and data1.semester=data2.semester and data1.course_id<>data2.course_id
1_4_7	9	select distinct a.id from takes a,takes b,section c,section d where a.id = b.id and a.semester = c.semester and a.sec_id = c.sec_id and a.year = c. year and b.year = d.year and b.semester = d.semester and b.sec_id = d.sec_id and a.course_id = c.course_id and b.course_id = d.course_id and c.time_slot_id = d.time_slot_id and c.course_id <> d.course_id
1_4_8	9	with tab_new as (select id,name,year,semester,time_slot_id,course_id from student natural join takes natural join section) select a1.id,a1.name from tab_new a1,tab_new a2 where a1.course_id<>a2.course_id and a1.id = a2.id and a1.year = a2.year and a1.semester = a2.semester and a1.time_slot_id = a2.time_slot_id
1_4_9	9	select id,name from (select id,semester,year,time_slot_id,count(*) no_of_courses from takes natural join section group by id,semester,year,time_slot_id) a natural join student where no_of_courses>1
1_4_10	9	select s.id,s.name from (select * from student natural join takes natural join section natural join time_slot) s,(select * from student natural join takes natural join section natural join time_slot) t where s.id = t.id and s.semester = t.semester and s.year = t.year and s.sec_id = t.sec_id and s.time_slot_id = t.time_slot_id and s.course_id <> t.course_id
1_4_11	9	select id,name from (select id,student.name,semester,year,section.time_slot_id,count(*) as abc from student natural join takes natural join section group by id,student.name,semester,year,section.time_slot_id) a where abc > 1
1_4_12	9	select student.id,name,s1.time_slot_id,s2.time_slot_id,t1.course_id,t2.course_id from student,takes t1,section s1,takes t2,section s2 where student.id=t1.id and student.id=t2.id and t1.course_id=s1.course_id and t1.sec_id=s1.sec_id and t1.semester=s1.semester and t1.year=s1.year and t2.course_id=s2.course_id and t2.sec_id=s2.sec_id and t2.semester=s2.semester and t2.year=s2.year and t1.course_id <> t2.course_id and t1.semester=t2.semester and t1.year = t2.year and s1.time_slot_id = s2.time_slot_id
1_4_13	9	select student.id,student.name from student where student.id in (select takes.id from takes,section where takes.course_id = section.course_id and takes.sec_id = section.sec_id and takes.semester = section.semester and takes.year = section.year group by takes.id,takes.semester,takes.year,section.time_slot_id having count(*) > 1)
1_4_14	9	select student.id,student.name from section s1,section s2,takes t1,takes t2,student where s1.sec_id = s2.sec_id and s1.semester = s2.semester and s1.year = s2.year and not (s1.course_id = s2.course_id) and t1.id = student.id and s1.time_slot_id = s2.time_slot_id and s1.sec_id = t1.sec_id and s1.semester = t1.semester and s1.year = t1.year and s1.course_id = t1.course_id and s2.course_id = t2.course_id and t1.id = t2.id
1_4_15	9	select distinct student.id,student.name from section s1,section s2,student,takes t1,takes t2 where t1.id = t2.id and s1.course_id = t1.course_id and s2.course_id = t2.course_id and s1.sec_id = t1.sec_id and s2.sec_id = t2.sec_id and s1.semester = t1.semester and s2.semester = t2.semester and s1.year = t1.year and s2.year = t2.year and t1.id = student.id and not(s1.course_id = s2.course_id) and s1.time_slot_id = s2.time_slot_id
1_4_16	9	with timeslotids as (select * from student natural join takes natural join section) select distinct a.id,a.name from timeslotids a,timeslotids b where a.year=b.year and a.course_id<>b.course_id and a.semester=b.semester and a.id=b.id and a.time_slot_id=b.time_slot_id
1_4_17	9	with newrel as (select * from (student natural join takes) natural join section) select a.id,a.name from newrel a,newrel b where a.id = b.id and a.time_slot_id = b.time_slot_id and a.year = b.year and a.semester = b.semester and a.course_id <> b.course_id
1_4_18	9	select distinct student1.id,student1.name from (select *from student natural join takes natural join section) student1,(select *from student natural join takes natural join section) student2 where student1.name = student2.name and student1.course_id != student2.course_id and student1.time_slot_id = student2.time_slot_id and student1.semester = student2.semester and student1.year = student2.year
1_4_19	9	select id from (select id,semester,year,time_slot_id,count(*) from student natural join takes natural join section group by id,semester,year,time_slot_id having count(*) > 1) a
1_4_20	9	select distinct student.name,takes.id,s1.course_id,s2.course_id from section s1,section s2,takes,student where takes.course_id = s1.course_id and s1.course_id <> s2.course_id and s1.time_slot_id = s2.time_slot_id and s1.semester = s2.semester and s1.year = s2.year and takes.sec_id = s1.sec_id and s1.semester = takes.semester and s1.year = takes.year and student.id = takes.id and s2.time_slot_id = s2.time_slot_id and takes.sec_id = s2.sec_id and s2.semester = takes.semester and s2.year = takes.year
1_4_21	9	with rel as (select * from (select id,name,start_hr,start_min,course_id,year,semester from (((student natural join takes) natural join section ) natural join time_slot))a ) select distinct a.id,a.name from rel a,rel b where a.name = b.name and a.start_hr = b.start_hr and a.start_min = b.start_min and a.year = b.year and a.semester = b.semester and a.course_id <> b.course_id
1_4_22	9	with x as (select * from takes natural join section) select distinct a.id,student.name from (select * from x) a,student where a.id = student.id and exists (select * from x b where a.semester=b.semester and a.year=b.year and a.id=b.id and a.course_id!=b.course_id and a.time_slot_id=b.time_slot_id)
1_4_23	9	with compare as (select * from student natural join takes natural join section) select t.id,t.name from compare t,compare s where t.time_slot_id = s.time_slot_id and t.semester = s.semester and t.year = s.year and t.id = s.id and t.course_id <> s.course_id
1_4_24	9	select distinct a.id,a.name from (select * from student natural join takes natural join section) a,(select * from section natural join takes natural join student) b where a.name = b.name and a.time_slot_id = b.time_slot_id and a.course_id <> b.course_id
1_4_25	9	select distinct t.id,t.name from (select distinct name,id,time_slot_id,course_id from student natural join takes natural join section) t,(select distinct name,id,time_slot_id,course_id from student natural join takes natural join section) n where t.name=n.name and t.time_slot_id=n.time_slot_id and t.course_id!=n.course_id
1_4_26	9	select student.id,student.name from student where student.id in( select distinct a.id from takes a,takes b where a.id=b.id and a.course_id <> b.course_id and a.year =b.year and a.semester=b.semester and a.course_id in (select c.course_id from section c,section d where c.time_slot_id=d.time_slot_id and c.course_id <> d.course_id and a.course_id=c.course_id and b.course_id=d.course_id ))
1_4_27	9	select abc.id,abc.name from (select course_id,sec_id,semester,year,id,name,time_slot_id from (student natural join takes) natural join section) abc,(select course_id,sec_id,semester,year,name,id,time_slot_id from (student natural join takes) natural join section) pqr where abc.course_id <> pqr.course_id and abc.id = pqr.id and abc.semester = pqr.semester and abc.year = pqr.year and abc.time_slot_id = pqr.time_slot_id
1_4_28	9	with rel as (select * from (select id,name,start_hr,start_min,course_id,year,semester from (((student natural join takes) natural join section ) natural join time_slot)) a ) select distinct a.id,a.name from rel a,rel b where a.name = b.name and a.start_hr = b.start_hr and a.start_min = b.start_min and a.year = b.year and a.semester = b.semester and a.course_id<> b.course_id
1_4_29	9	select distinct a.id,a.name from (select * from student natural join takes natural join section) a,(select * from student natural join takes natural join section) b where a.name = b.name and a.time_slot_id = b.time_slot_id and a.course_id <> b.course_id
1_4_30	9	with same_course as (select a.id,a.course_id course1,b.course_id course2,a.year,a.semester from takes a,takes b where a.id = b.id and a.semester = b.semester and a.year = b.year and a.course_id < b.course_id) select distinct student.id,student.name from same_course c,section a,section b,student where a.course_id = course1 and b.course_id = course2 and a.semester = b.semester and a.semester = c.semester and a.year = b.year and a.year = c.year and a.time_slot_id = b.time_slot_id and c.id = student.id
1_4_31	9	select distinct s.id,s.name from (select * from student natural join section natural join takes) s,(select * from student natural join section natural join takes) t where s.id=t.id and s.semester=t.semester and s.year=t.year and s.time_slot_id=t.time_slot_id and s.sec_id<>t.sec_id
1_4_32	9	with required as (select * from section natural join takes) select r1.id,r1.course_id from required r1,required r2 where r1.course_id <> r2.course_id and r1. semester=r2.semester and r1.year=r2.year and r1.time_slot_id = r2.time_slot_id and r1.id = r2. id
1_4_33	9	with table_new as (select id,name,semester,year,time_slot_id,course_id from student natural join takes natural join section) select id,name from table_new n where (select count(*) from table_new m where n.id = m.id and n.name = m.name and n.semester = m.semester and n.year = m.year and n.time_slot_id = m.time_slot_id) > 1
1_4_34	9	select distinct student.id,student.name from student,takes,section where takes.semester = section.semester and takes.year= section.year and takes.id = student.id and takes.course_id = section.course_id and exists ( select * from takes t_in,section sec_in where takes.course_id <> t_in.course_id and takes.id = t_in.id and section.time_slot_id = sec_in.time_slot_id and sec_in.course_id = t_in.course_id and sec_in.year = t_in.year and sec_in.semester = t_in.semester and sec_in.semester = section.semester and sec_in.year = section.year )
1_4_35	9	with a as (select id,name,semester,year,time_slot_id from student natural join takes natural join section) select distinct id,name from a group by id,name,semester,year,time_slot_id having count (*) > 1
1_4_36	9	select id,name from (select id,student.name,semester,year,section.time_slot_id,count(*) as num from student natural join takes natural join section group by id,student.name,semester,year,section.time_slot_id) a where num>1
1_4_37	9	with joint_table as (select distinct id,course_id,sec_id,semester,year,time_slot_id from takes natural join section ),conflict as (select a.id from joint_table a,joint_table b where a.id=b.id and not(a.course_id=b.course_id) and a.time_slot_id = b.time_slot_id and a.year=b.year and a.semester = b.semester) select distinct student.id,name from student,conflict where conflict.id=student.id
1_4_38	9	with conflict_ids as ( select id,time_slot_id,count(time_slot_id) from takes natural join section group by id,time_slot_id having count(time_slot_id) > 1 ) select id,name from conflict_ids natural join student
1_4_39	9	select id,name from section natural join takes natural join student group by id,name,semester,year,time_slot_id having count(*)>1
1_4_40	9	select * from (select id,name,time_slot_id from (select * from (select * from student natural join takes) b1) a,section where a.course_id = section.course_id) a1 except select distinct * from (select id,name,time_slot_id from (select * from (select * from student natural join takes) b2) a,section where a.course_id = section.course_id) a2
1_4_41	9	select id,name from (select id,name,semester,year,time_slot_id,count(*) from student natural join takes natural join section group by id,name,semester,year,time_slot_id having count (*) > 1) a
1_4_42	9	select id,name from student where id in (select a.id from takes a,takes b,section c,section d,time_slot where b.id = a.id and b.semester = a.semester and b.year = a.year and a.course_id <> b.course_id and c.course_id = a.course_id and d.course_id = b.course_id and d.time_slot_id = c.time_slot_id)
1_4_43	9	select student.id,count(id) from (section join takes using (course_id)) natural join student group by id,name having count(id) = 2
1_4_44	9	select id,name from section natural join takes natural join student group by id,semester,year,time_slot_id,name having count(*)>1
1_4_45	9	select id,name from (select id,name,course_id,semester,year,sec_id,time_slot_id,count (*) from student natural join takes natural join section group by semester,year,id,name,time_slot_id having count(*) > 1) a
1_4_46	9	select * from (select * from student natural join takes natural join section) a,(select * from student natural join takes natural join section) b where a.id = b.id and a.year = b.year and a.semester = b.semester and a.time_slot_id = b.time_slot_id and a.course_id != b.course_id
1_4_47	9	with tab_new as (select id,name,year,semester,time_slot_id,course_id from student natural join takes natural join section) select a1.id,a1.name from tab_new a1,tab_new a2 where a1.course_id <> a2.course_id and a1.id = a2.id and a1.year = a2.year and a1.semester = a2.semester and a1.time_slot_id = a2.time_slot_id
1_4_48	9	select id,name from student where id in (select distinct b.id from takes a,takes b,section c,section d where a.id = b.id and a.course_id <> b.course_id and a.course_id = c.course_id and a.sec_id = c.sec_id and d.sec_id = b.sec_id and a.semester = c.semester and d.semester = b.semester and a.year = c.year and d.year = b.year and b.course_id = d.course_id and c.time_slot_id = d.time_slot_id )
1_4_49	9	select distinct s.id,s.name from student s,takes t1,takes t2,section s1,section s2 where s.id=t1.id and s.id=t2.id and t1.id=t2.id and not t1.course_id=t2.course_id and t2.sec_id=t1.sec_id and t2.year=t1.year and t2.semester=t1.semester and s1.sec_id=t1.sec_id and s1.year=t1.year and s1.semester=t1.semester and s1.course_id=t1.course_id and s2.sec_id=t2.sec_id and s2.year=t2.year and s2.semester=t2.semester and s2.course_id=t2.course_id and s1.time_slot_id=s2.time_slot_id
1_4_50	9	select distinct a.id,a.name from (select * from student natural join takes natural join section) a,(select * from student natural join takes natural join section) b where a.name = b.name and a.year = b.year and a.semester = b.semester and a.time_slot_id = b.time_slot_id and a.course_id <> b.course_id
1_4_51	9	select distinct student.id,student.name from student,takes,section a,section b where student.id = takes.id and takes.course_id = a.course_id and takes.course_id = b.course_id and a.course_id <> b.course_id and a.time_slot_id = b.time_slot_id
1_4_52	9	with new1 as (select * from (student natural join (takes natural join section)) a ) select s.id,s.name from new1 s,new1 t where s.id = t.id and s.year = t.year and s.semester = t.semester and s.time_slot_id = t.time_slot_id and s.course_id <> t.course_id
1_4_53	9	select distinct student.id,student.name from takes t1,takes t2,student,section s1,section s2 where student.id = t1.id and student.id = t2.id and t1.course_id = s1.course_id and t1.sec_id = s1.sec_id and t1.semester = s1.semester and t1.year = s1.year and t2.course_id = s2.course_id and t2.sec_id = s2.sec_id and t2.semester = s2.semester and t2.year = s2.year and s1.time_slot_id = s2.time_slot_id and t1.year=t2.year and t1.semester=t2.semester and t1.course_id != t2.course_id
1_4_54	9	with rel as (select * from student natural join takes natural join section) select a.id,a.name from rel a,rel b where a.id = b.id and a.semester = b.semester and a.year = b.year and a.time_slot_id = b.time_slot_id and not a.sec_id = b.sec_id
1_4_55	9	with t1 as (select student.name,student.id,takes.course_id,section.year,section.semester,section.time_slot_id from student,takes,section where student.id = takes.id and takes.year = section.year and takes.semester = section.semester and section.course_id = takes.course_id ),t2 as (select student.name,student.id,takes.course_id,section.year,section.semester,section.time_slot_id from student,takes,section where student.id = takes.id and takes.year = section.year and takes.semester = section.semester and section.course_id = takes.course_id ) select t1.id,t1.name from t1,t2 where t1.name = t2.name and t1.id = t2.id and t1.year = t2.year and t1.semester = t2.semester and t1.time_slot_id = t2.time_slot_id and t1.course_id <> t2.course_id
1_4_56	9	select distinct student.id,student.name from student,takes,section s,section t where student.id = takes.id and takes.semester=s.semester and takes.semester=t.semester and takes.year=s.year and takes.year=t.year and takes.course_id=s.course_id and takes.course_id=t.course_id and takes.sec_id=s.sec_id and takes.sec_id=t.sec_id and s.course_id <> t.course_id and s.time_slot_id = t.time_slot_id
1_4_57	9	select distinct id,name,time_slot_id,count(id) from (student natural join takes) join section using (course_id,sec_id,semester,year) group by id,name,time_slot_id,semester,year having count(id)=2
